epoch,accuracy,f1_score,loss,precision,recall,val_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.5237032771110535,0.510125994682312,1.747754693031311,0.7710535526275635,0.4139063358306885,0.8770721554756165,0.8653926253318787,0.418388694524765,0.9541340470314026,0.7931650280952454
1,0.7828609943389893,0.787476658821106,0.7086952328681946,0.8652074337005615,0.7246150374412537,0.9535832405090332,0.9436532855033875,0.19529756903648376,0.9815554022789001,0.9093343615531921
2,0.8503522872924805,0.8546179533004761,0.4813855290412903,0.9008821249008179,0.8139445781707764,0.970670759677887,0.9676145315170288,0.11785711348056793,0.9853329658508301,0.9509053826332092
3,0.8845283389091492,0.8885884881019592,0.3786502480506897,0.9225282073020935,0.8575891852378845,0.9789594411849976,0.9772046208381653,0.08172117918729782,0.9877572059631348,0.967100203037262
4,0.908661961555481,0.9112624526023865,0.3019476532936096,0.9361265897750854,0.8882265090942383,0.9858454465866089,0.9864153265953064,0.05445541441440582,0.9920051693916321,0.980999767780304
5,0.9243791103363037,0.9256464242935181,0.25083744525909424,0.9457985758781433,0.906781017780304,0.9878857731819153,0.988303005695343,0.0433293916285038,0.9925411343574524,0.9841877222061157
6,0.9359836578369141,0.9374279975891113,0.20996426045894623,0.9535788297653198,0.9220837354660034,0.9890334010124207,0.9894248843193054,0.04005895555019379,0.9940797686576843,0.9849528074264526
7,0.9448146224021912,0.946150004863739,0.18566957116127014,0.9593147039413452,0.9336245059967041,0.9923489093780518,0.9922112226486206,0.030670462176203728,0.994999349117279,0.9895434975624084
8,0.9498198628425598,0.950915515422821,0.1686026006937027,0.9626061320304871,0.9396818280220032,0.9924764037132263,0.9928601384162903,0.029712745919823647,0.9953863620758057,0.9904361367225647
9,0.9587464332580566,0.9588304162025452,0.14154759049415588,0.9683994650840759,0.9496285915374756,0.9929865002632141,0.9928652048110962,0.02925921231508255,0.9957675933837891,0.9900535345077515
10,0.9627634286880493,0.9629260301589966,0.1266462206840515,0.9713590741157532,0.9547294974327087,0.9943891763687134,0.9941799640655518,0.019207864999771118,0.9955248832702637,0.9928589463233948
11,0.9626677632331848,0.9634501338005066,0.12539079785346985,0.9715100526809692,0.9555902481079102,0.9957919120788574,0.9964656829833984,0.017658667638897896,0.997826337814331,0.9951543211936951
12,0.9653138518333435,0.9658764004707336,0.11666466295719147,0.9733902812004089,0.9586189389228821,0.9963019490242004,0.9964682459831238,0.016016390174627304,0.997826337814331,0.9951543211936951
13,0.9702872633934021,0.9713267087936401,0.100441575050354,0.9775625467300415,0.9653457403182983,0.995919406414032,0.9961694478988647,0.0163844246417284,0.9968079924583435,0.9955368638038635
14,0.9717856049537659,0.9723098874092102,0.0937080979347229,0.9780652523040771,0.9666528701782227,0.9961744546890259,0.9963343143463135,0.015456445515155792,0.9973169565200806,0.9954093098640442
15,0.9741767048835754,0.9744959473609924,0.08934983611106873,0.9797634482383728,0.9693308472633362,0.9961744546890259,0.9960550665855408,0.015720553696155548,0.9969344735145569,0.9952818155288696
16,0.9755475521087646,0.9756724238395691,0.0808735191822052,0.9800289273262024,0.9715306162834167,0.9966844916343689,0.9969055652618408,0.015267412178218365,0.9979555606842041,0.995919406414032
17,0.977556049823761,0.9778704643249512,0.07530767470598221,0.9818415641784668,0.9739535450935364,0.9969395399093628,0.9971050024032593,0.014334514737129211,0.9975749850273132,0.9966844916343689
18,0.9785124659538269,0.9785760641098022,0.07425593584775925,0.98236483335495,0.9749736785888672,0.995919406414032,0.9962791800498962,0.015042943879961967,0.9974437355995178,0.9951543211936951
19,0.9793413281440735,0.9792665243148804,0.07242652773857117,0.9824792146682739,0.9760895371437073,0.9968120455741882,0.9969764351844788,0.01436583697795868,0.9974473714828491,0.9965569972991943
20,0.980616569519043,0.9808236956596375,0.06536450237035751,0.9840199947357178,0.9776516556739807,0.9968120455741882,0.9971910119056702,0.01172927301377058,0.9978294372558594,0.9965569972991943
21,0.9828482270240784,0.9835032224655151,0.058927468955516815,0.9859353303909302,0.9810947775840759,0.9968120455741882,0.9969736933708191,0.012174460105597973,0.9974473714828491,0.9965569972991943
22,0.9848248362541199,0.9847840666770935,0.05270848050713539,0.9871552586555481,0.98249751329422,0.9971945881843567,0.9972993731498718,0.011207381263375282,0.9974489808082581,0.9971945881843567
23,0.9873752593994141,0.9874345064163208,0.04421687498688698,0.9895322918891907,0.9854943156242371,0.9977046847343445,0.9979323744773865,0.009928319603204727,0.9984682202339172,0.9974496364593506
24,0.9879172444343567,0.9882741570472717,0.037659332156181335,0.9901436567306519,0.9864188432693481,0.9974496364593506,0.9977031350135803,0.009338196367025375,0.9979586601257324,0.9974496364593506
25,0.9884273409843445,0.9886428117752075,0.037425823509693146,0.9901822805404663,0.9871202111244202,0.9977046847343445,0.9981483221054077,0.008502316661179066,0.9985960721969604,0.9977046847343445
26,0.9895431399345398,0.9894468188285828,0.03428949788212776,0.9907626509666443,0.9882041811943054,0.9977046847343445,0.9978948831558228,0.008384834043681622,0.9980865120887756,0.9977046847343445
27,0.9914878606796265,0.9916245937347412,0.026976970955729485,0.9926207661628723,0.990627110004425,0.9979597330093384,0.9980236291885376,0.008252586238086224,0.998214066028595,0.997832179069519
28,0.9917110204696655,0.9915748238563538,0.02768542990088463,0.9925571084022522,0.9905952215194702,0.9977046847343445,0.997829258441925,0.007201725617051125,0.9980862736701965,0.9975771307945251
29,0.9923486709594727,0.9923558235168457,0.024101918563246727,0.9932924509048462,0.9914240837097168,0.9980872273445129,0.9983401894569397,0.0067306095734238625,0.9985966086387634,0.9980872273445129
