epoch,accuracy,f1_score,loss,precision_1,recall_1,val_accuracy,val_f1_score,val_loss,val_precision_1,val_recall_1
17,0.853471577167511,0.8558626174926758,0.4676051437854767,0.9052507877349854,0.812812328338623,0.9374301433563232,0.9421885013580322,0.19182533025741577,0.9641278982162476,0.9209187030792236
18,0.8546199202537537,0.8572516441345215,0.46072229743003845,0.9051673412322998,0.814984917640686,0.9384233355522156,0.9401878118515015,0.20213919878005981,0.9670517444610596,0.9145871996879578
19,0.8612619638442993,0.8655938506126404,0.4431082308292389,0.9113976359367371,0.8249790668487549,0.9438858032226562,0.9484139680862427,0.1796606332063675,0.9686650037765503,0.9287399053573608
20,0.8669729232788086,0.8706490993499756,0.4268512427806854,0.9132359623908997,0.8323970437049866,0.9415270090103149,0.9458890557289124,0.19161909818649292,0.9671684503555298,0.9252638220787048
21,0.8722493052482605,0.8749464154243469,0.4075542986392975,0.9147776961326599,0.8392252922058105,0.9472377300262451,0.9507846832275391,0.17493267357349396,0.9688063859939575,0.933085024356842
22,0.8806915283203125,0.8847833275794983,0.37231171131134033,0.9218797087669373,0.8512058258056641,0.9512104392051697,0.9540502429008484,0.16147543489933014,0.9688860177993774,0.9394165277481079
23,0.8891026973724365,0.8923074007034302,0.3545910716056824,0.9269075393676758,0.8607964515686035,0.9551830887794495,0.9568499326705933,0.14861315488815308,0.9735252261161804,0.9404096603393555
24,0.8925168514251709,0.8948168158531189,0.3365318775177002,0.9267158508300781,0.8658245205879211,0.9576660394668579,0.9595966339111328,0.1408231109380722,0.9733043909072876,0.9459962844848633
25,0.901703953742981,0.9038387537002563,0.31256458163261414,0.9327942132949829,0.8770911693572998,0.9582867622375488,0.9607605934143066,0.13383398950099945,0.9751854538917542,0.9464928507804871
26,0.9041869640350342,0.907271683216095,0.3003101646900177,0.935336172580719,0.8812812566757202,0.9599006772041321,0.9622287750244141,0.12741120159626007,0.9768424034118652,0.947858452796936
27,0.9087805151939392,0.9112002849578857,0.28338682651519775,0.9363889098167419,0.8877370357513428,0.9603972434997559,0.9639726877212524,0.1314224749803543,0.9771654605865479,0.9509621262550354
28,0.9126291871070862,0.9144736528396606,0.2687307894229889,0.9386328458786011,0.8920202255249023,0.9621353149414062,0.9633921980857849,0.12029889225959778,0.9771392345428467,0.9498448371887207
29,0.9173468947410583,0.9183586239814758,0.25384721159935,0.9411381483078003,0.8972345590591431,0.96263188123703,0.9653691649436951,0.12077755481004715,0.9773479104042053,0.9534450769424438
30,0.9181228280067444,0.920447051525116,0.25681161880493164,0.943425714969635,0.8990347385406494,0.9635009169578552,0.9655083417892456,0.11826012283563614,0.9772322773933411,0.9538174867630005
31,0.9206058382987976,0.9226575493812561,0.24332623183727264,0.9444047212600708,0.9021074771881104,0.9632526636123657,0.9678654670715332,0.11071161180734634,0.9798930883407593,0.9559279680252075
32,0.9246717691421509,0.9265468716621399,0.22786429524421692,0.9468843340873718,0.9074148535728455,0.9644941091537476,0.9662392735481262,0.11538462340831757,0.9792171120643616,0.9534450769424438
33,0.9287997484207153,0.930432915687561,0.22127938270568848,0.9499870538711548,0.9120394587516785,0.9659838676452637,0.9682134985923767,0.11231823265552521,0.9788097739219666,0.9576660394668579
34,0.928644597530365,0.9305565357208252,0.2210596352815628,0.9497383832931519,0.912567138671875,0.9677219390869141,0.9687897562980652,0.10894089192152023,0.9795633554458618,0.9580385088920593
35,0.9319345951080322,0.93378746509552,0.2075692117214203,0.9517090320587158,0.9169123768806458,0.9649906754493713,0.9684618711471558,0.1085953488945961,0.9789420366287231,0.9580385088920593
36,0.9330829381942749,0.9337282180786133,0.2028382569551468,0.9521844387054443,0.9166020154953003,0.9671011567115784,0.9691605567932129,0.10673635452985764,0.9782416224479675,0.9600248336791992
37,0.9336416125297546,0.9338303208351135,0.20523203909397125,0.9512407183647156,0.9173468947410583,0.969087541103363,0.9711728692054749,0.10754993557929993,0.9814862012863159,0.9608938694000244
38,0.933269202709198,0.9344780445098877,0.20203961431980133,0.9518262147903442,0.9180297255516052,0.9693357944488525,0.9704360961914062,0.10052086412906647,0.9803598523139954,0.960521399974823
39,0.9368695616722107,0.9368371963500977,0.19674748182296753,0.9539183974266052,0.9206989407539368,0.9695841073989868,0.9711279273033142,0.10118287056684494,0.9806304574012756,0.9616387486457825
40,0.9382662177085876,0.9398390054702759,0.1869247704744339,0.955739438533783,0.9248890280723572,0.9707014560699463,0.9711241722106934,0.10060768574476242,0.9808739423751831,0.9613904356956482
41,0.937831699848175,0.9396805167198181,0.18709520995616913,0.9556974172592163,0.9246407151222229,0.9720670580863953,0.9725717902183533,0.09783714264631271,0.9820253252983093,0.9631285071372986
42,0.9422390460968018,0.9429376125335693,0.1783045381307602,0.9581131935119629,0.928613543510437,0.9707014560699463,0.9718954563140869,0.0987430289387703,0.9807813763618469,0.9630043506622314
43,0.940904438495636,0.9419503808021545,0.17690329253673553,0.9578549265861511,0.9269064664840698,0.969708263874054,0.9716020822525024,0.10051566362380981,0.9804045557975769,0.9627560377120972
44,0.9433253407478333,0.9439864754676819,0.17494697868824005,0.959369421005249,0.9292653203010559,0.9699565768241882,0.9715343713760376,0.09932336211204529,0.9804020524024963,0.96263188123703
45,0.9428287744522095,0.9434751272201538,0.17566195130348206,0.9581533670425415,0.9295446872711182,0.9714463353157043,0.9722557663917542,0.09781400859355927,0.9812824130058289,0.9632526636123657
46,0.9441013336181641,0.9453796744346619,0.17126168310642242,0.9595358967781067,0.9317793846130371,0.9713221788406372,0.9723768830299377,0.09654061496257782,0.9815306663513184,0.9632526636123657
47,0.9458394050598145,0.946830689907074,0.16512872278690338,0.9604775905609131,0.9337968230247498,0.9716945886611938,0.9724676609039307,0.09628912061452866,0.9809247255325317,0.9639975428581238
48,0.9426115155220032,0.94415682554245,0.1766258329153061,0.9583786129951477,0.9305068254470825,0.9720670580863953,0.9725879430770874,0.09507734328508377,0.9812942147254944,0.9638733863830566
49,0.9434185028076172,0.943867027759552,0.16942951083183289,0.9580377340316772,0.9304137229919434,0.9715704321861267,0.9730997681617737,0.09569551050662994,0.9813131093978882,0.9648665189743042
50,0.9444737434387207,0.9452313184738159,0.16409404575824738,0.9585008025169373,0.9326484203338623,0.9709497094154358,0.9727398753166199,0.09492619335651398,0.9806915521621704,0.9647424221038818
51,0.9459325075149536,0.9470217823982239,0.1638980358839035,0.9614450335502625,0.9334243535995483,0.9716945886611938,0.9731810688972473,0.09485916793346405,0.9810725450515747,0.9652389883995056
52,0.9452186822891235,0.9468799233436584,0.16705551743507385,0.9599757790565491,0.9342623949050903,0.971818745136261,0.9732153415679932,0.09459468722343445,0.981561005115509,0.9648665189743042
53,0.9460877180099487,0.9469680190086365,0.16148757934570312,0.960492730140686,0.9341692924499512,0.971818745136261,0.9730513691902161,0.09467960894107819,0.9809463620185852,0.9651148319244385
54,0.9460877180099487,0.946514368057251,0.16226281225681305,0.9592708349227905,0.9342313408851624,0.9714463353157043,0.9730537533760071,0.09491772949695587,0.9809463620185852,0.9651148319244385
55,0.949377715587616,0.9501675963401794,0.15401719510555267,0.9624395370483398,0.9384524822235107,0.971818745136261,0.9731525182723999,0.09497780352830887,0.9818021059036255,0.9644941091537476
56,0.9462429285049438,0.9481215476989746,0.16133566200733185,0.9617311954498291,0.9352245330810547,0.9715704321861267,0.9730587005615234,0.09429899603128433,0.9807037711143494,0.9653631448745728
57,0.9488190412521362,0.9495811462402344,0.15494364500045776,0.9624613523483276,0.9374282360076904,0.9728119373321533,0.9736693501472473,0.09396322071552277,0.9816988706588745,0.9656113982200623
58,0.9463980793952942,0.9475719332695007,0.15885978937149048,0.9607449173927307,0.9351004362106323,0.9729360938072205,0.9736709594726562,0.09415328502655029,0.9816988706588745,0.9656113982200623
59,0.9503398537635803,0.951072633266449,0.1506606787443161,0.9635975956916809,0.9390732049942017,0.972563624382019,0.9736722707748413,0.09399838000535965,0.9815772771835327,0.9657355546951294
60,0.9472981691360474,0.9480153918266296,0.1592843234539032,0.9609317779541016,0.9359384179115295,0.9723153114318848,0.9736852049827576,0.09346269816160202,0.9814558029174805,0.9658597111701965
61,0.9492846131324768,0.9507583379745483,0.14970481395721436,0.9641444683074951,0.9380800127983093,0.9723153114318848,0.973560094833374,0.09331070631742477,0.9812082052230835,0.9658597111701965
62,0.9492535591125488,0.9495777487754822,0.1546565145254135,0.962519109249115,0.9373351335525513,0.9721912145614624,0.9732586145401001,0.09359987080097198,0.9805898666381836,0.9658597111701965
63,0.9474533796310425,0.9489502906799316,0.15757286548614502,0.9618780612945557,0.9366212487220764,0.9723153114318848,0.9731162786483765,0.09374986588954926,0.9808274507522583,0.9653631448745728
64,0.9481051564216614,0.9488140344619751,0.15664981305599213,0.9613363742828369,0.9368695616722107,0.9719429016113281,0.9731325507164001,0.09334469586610794,0.980584979057312,0.9656113982200623
65,0.9510226845741272,0.9509515762329102,0.15330703556537628,0.9637974500656128,0.938669741153717,0.9714463353157043,0.9730649590492249,0.09366142749786377,0.9807037711143494,0.9653631448745728
66,0.945560097694397,0.9469311237335205,0.16049239039421082,0.9602475762367249,0.9341692924499512,0.9724394679069519,0.9736770987510681,0.09324757009744644,0.9814558029174805,0.9658597111701965
67,0.9465842843055725,0.9474878907203674,0.15839749574661255,0.9601733088493347,0.9353486895561218,0.9719429016113281,0.9735590815544128,0.0935431718826294,0.981329619884491,0.9657355546951294
68,0.9511157870292664,0.9521116018295288,0.15049391984939575,0.9647669792175293,0.9399732947349548,0.9723153114318848,0.9734901189804077,0.09312743693590164,0.9813272953033447,0.9656113982200623
69,0.949377715587616,0.9503998160362244,0.15356095135211945,0.963164746761322,0.9381731152534485,0.9720670580863953,0.9735639691352844,0.09356231987476349,0.9810868501663208,0.9659838676452637
70,0.9482913613319397,0.9485571980476379,0.1582689881324768,0.9612847566604614,0.9363418817520142,0.9723153114318848,0.9733667373657227,0.09323220700025558,0.9813225865364075,0.9653631448745728
71,0.947111964225769,0.948160707950592,0.16252000629901886,0.9618196487426758,0.9351314306259155,0.9720670580863953,0.9735628962516785,0.09318451583385468,0.9814510941505432,0.9656113982200623
72,0.9502156972885132,0.9505982398986816,0.15091319382190704,0.9638335108757019,0.9379869103431702,0.9719429016113281,0.9735667109489441,0.09318958967924118,0.9812082052230835,0.9658597111701965
73,0.9477016925811768,0.9486112594604492,0.15705150365829468,0.9608747959136963,0.9368074536323547,0.9719429016113281,0.9735001921653748,0.09330426901578903,0.9810844659805298,0.9658597111701965
74,0.9480431079864502,0.9486789107322693,0.15537099540233612,0.9614159464836121,0.9365592002868652,0.9719429016113281,0.9734339118003845,0.09319419413805008,0.9810820817947388,0.9657355546951294
75,0.94931560754776,0.9498355388641357,0.15374749898910522,0.9626513719558716,0.9375833868980408,0.971818745136261,0.9733807444572449,0.0931624248623848,0.9809584021568298,0.9657355546951294
76,0.9503398537635803,0.9515610933303833,0.1522400826215744,0.9636936187744141,0.9400043487548828,0.971818745136261,0.9733872413635254,0.09302692115306854,0.9808371067047119,0.9658597111701965
77,0.9487879872322083,0.9501150846481323,0.1573093831539154,0.9626397490501404,0.9380800127983093,0.9719429016113281,0.9734446406364441,0.09299254417419434,0.9809607863426208,0.9658597111701965
78,0.9490983486175537,0.9503363370895386,0.15390262007713318,0.9629818201065063,0.9382041692733765,0.9719429016113281,0.9735094904899597,0.09288953244686127,0.9809631705284119,0.9659838676452637
79,0.9496259689331055,0.9504311084747314,0.15404774248600006,0.9637001752853394,0.9377075433731079,0.9719429016113281,0.9735706448554993,0.09299272298812866,0.9810868501663208,0.9659838676452637
80,0.9477016925811768,0.9485807418823242,0.1566607505083084,0.9617911577224731,0.9359694719314575,0.9719429016113281,0.9735029935836792,0.0928460955619812,0.9810844659805298,0.9658597111701965
81,0.9486327767372131,0.9502943754196167,0.15582674741744995,0.9627990126609802,0.9382352232933044,0.9720670580863953,0.9736888408660889,0.09263813495635986,0.9813343286514282,0.9659838676452637
82,0.9483224153518677,0.9493442177772522,0.154355987906456,0.9618434906005859,0.9373040795326233,0.9721912145614624,0.973940908908844,0.09271614998579025,0.9814651608467102,0.9663562774658203
83,0.9483224153518677,0.9490633010864258,0.1514904946088791,0.9610282182693481,0.9375833868980408,0.9721912145614624,0.9738732576370239,0.09279324114322662,0.9814627766609192,0.966232180595398
84,0.9492535591125488,0.9502012729644775,0.154234379529953,0.962584376335144,0.9382352232933044,0.9721912145614624,0.9738748073577881,0.09285269677639008,0.9814627766609192,0.966232180595398
85,0.948570728302002,0.9498571157455444,0.15243244171142578,0.9625346660614014,0.9377385973930359,0.9723153114318848,0.9738162159919739,0.0928027480840683,0.9813390374183655,0.966232180595398
86,0.9499984383583069,0.95116126537323,0.15302400290966034,0.9635124802589417,0.9392594695091248,0.9721912145614624,0.9740552306175232,0.09274525195360184,0.9818342328071594,0.966232180595398
87,0.9492225050926208,0.9496176242828369,0.1557157039642334,0.9625757336616516,0.9372109770774841,0.9720670580863953,0.9740603566169739,0.09273414313793182,0.9817126989364624,0.9663562774658203
88,0.9479499459266663,0.9488623142242432,0.15759456157684326,0.9619627594947815,0.9364350438117981,0.9720670580863953,0.9739980101585388,0.0927467867732048,0.9817103743553162,0.966232180595398
89,0.9511468410491943,0.9513493180274963,0.14875918626785278,0.9635674953460693,0.9399112462997437,0.9719429016113281,0.9738732576370239,0.09274376928806305,0.9815842509269714,0.9661080241203308
90,0.9502467513084412,0.9509878158569336,0.151776984333992,0.9636589288711548,0.9390732049942017,0.9719429016113281,0.9739394187927246,0.09275995939970016,0.9815865755081177,0.966232180595398
91,0.9504019618034363,0.9510758519172668,0.1509193480014801,0.9641684293746948,0.9387317895889282,0.9720670580863953,0.9739394187927246,0.0927497148513794,0.9815865755081177,0.966232180595398
92,0.9502778053283691,0.9505159854888916,0.15083643794059753,0.9631718397140503,0.9383593797683716,0.9721912145614624,0.9739381074905396,0.09270375967025757,0.9815865755081177,0.966232180595398
93,0.9491294026374817,0.9502009153366089,0.15210820734500885,0.9634200930595398,0.9376144409179688,0.971818745136261,0.9738782644271851,0.09272926300764084,0.9814627766609192,0.966232180595398
94,0.9487879872322083,0.9502151012420654,0.15264929831027985,0.9629169702529907,0.9381110668182373,0.9720670580863953,0.9739394187927246,0.09270825982093811,0.9815865755081177,0.966232180595398
95,0.9479499459266663,0.949541449546814,0.15319764614105225,0.9618274569511414,0.9376765489578247,0.9723153114318848,0.9740653038024902,0.09270535409450531,0.9817126989364624,0.9663562774658203
96,0.9486327767372131,0.9496449828147888,0.15426194667816162,0.963172197341919,0.9367454051971436,0.9720670580863953,0.9739992022514343,0.0927010029554367,0.9817103743553162,0.966232180595398
