epoch,accuracy,f1_score,loss,precision,recall,val_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.061392344534397125,0.031810175627470016,4.674605369567871,0.511049747467041,0.017225859686732292,0.33457478880882263,0.1550893485546112,2.8885385990142822,0.9304812550544739,0.08640596270561218
1,0.23700301349163055,0.19552628695964813,3.086158275604248,0.6266404390335083,0.11856357753276825,0.5484791994094849,0.464332640171051,1.6891521215438843,0.9130434989929199,0.31284916400909424
2,0.3654675781726837,0.32716187834739685,2.3721110820770264,0.7119079232215881,0.21505944430828094,0.6716325283050537,0.6250677108764648,1.2635616064071655,0.9354361891746521,0.47126010060310364
3,0.4867003858089447,0.4472571611404419,1.8597320318222046,0.7690984010696411,0.3190353512763977,0.7461203932762146,0.7243399620056152,0.9677239060401917,0.947705864906311,0.5872129201889038
4,0.571029543876648,0.5425018668174744,1.5348358154296875,0.8026418685913086,0.4130171537399292,0.7883302569389343,0.7836008667945862,0.7647688984870911,0.9369074106216431,0.6747362017631531
5,0.6320494413375854,0.6142404079437256,1.3139468431472778,0.8280121684074402,0.49101462960243225,0.8165115118026733,0.8114885091781616,0.6669512987136841,0.93834388256073,0.7160769701004028
6,0.6643595099449158,0.6513500809669495,1.1758626699447632,0.8360600471496582,0.5361122488975525,0.8400993347167969,0.8425469994544983,0.5655069947242737,0.9359090924263,0.7668529152870178
7,0.6949626207351685,0.6886003017425537,1.0672603845596313,0.8504087328910828,0.5812098383903503,0.8521414995193481,0.8514404296875,0.5326975584030151,0.9472965002059937,0.7743016481399536
8,0.7203823924064636,0.7146676182746887,0.980460524559021,0.8572666049003601,0.6144200563430786,0.873246431350708,0.8764205574989319,0.4514414966106415,0.9487216472625732,0.8153941631317139
9,0.7385703921318054,0.7376124858856201,0.9073597192764282,0.865182101726532,0.6451472640037537,0.8738671541213989,0.876079797744751,0.44681498408317566,0.9487995505332947,0.8144009709358215
10,0.7525062561035156,0.7515035271644592,0.8590031266212463,0.8706678748130798,0.6627766489982605,0.8823091387748718,0.8904981017112732,0.3977081775665283,0.9518905282020569,0.8376163840293884
11,0.7655110359191895,0.7651151418685913,0.8192753195762634,0.8742143511772156,0.6820819973945618,0.8933581709861755,0.8970531225204468,0.36710602045059204,0.9493075013160706,0.8509000539779663
12,0.7773053050041199,0.7785826325416565,0.7694333791732788,0.8773782849311829,0.7013252973556519,0.9046555161476135,0.9124134182929993,0.3377598524093628,0.958492636680603,0.8715083599090576
13,0.7832024693489075,0.7842475175857544,0.746712327003479,0.8781377077102661,0.7101089358329773,0.9032898545265198,0.9108608961105347,0.32254377007484436,0.9549291729927063,0.8706393837928772
14,0.7940035462379456,0.7944363355636597,0.7274909615516663,0.8863081336021423,0.7212824821472168,0.9029174447059631,0.9098010659217834,0.34143850207328796,0.9614694118499756,0.8643078804016113
15,0.7990937232971191,0.8001953363418579,0.7069955468177795,0.8881710767745972,0.7296625971794128,0.914090633392334,0.9217836260795593,0.2944576144218445,0.9537135362625122,0.8927374482154846
16,0.8066979050636292,0.8091340661048889,0.6747516393661499,0.8914324045181274,0.7421087026596069,0.9004344940185547,0.9055237174034119,0.3598265051841736,0.9561560750007629,0.8609559535980225
17,0.8122225999832153,0.8151345252990723,0.6563499569892883,0.8945713043212891,0.7503026127815247,0.9058969616889954,0.9104828834533691,0.3324951231479645,0.9682472944259644,0.8593420386314392
18,0.8193922638893127,0.8210222125053406,0.6377632021903992,0.8972511887550354,0.7578136920928955,0.9190564751625061,0.9248015880584717,0.28263163566589355,0.9646614789962769,0.8878957033157349
19,0.8222787976264954,0.8241324424743652,0.6250914335250854,0.8961625099182129,0.7639591693878174,0.9217877388000488,0.9278762936592102,0.27221640944480896,0.9594648480415344,0.8991930484771729
20,0.8263136744499207,0.8290802836418152,0.6074317097663879,0.8982787132263184,0.7710046768188477,0.9278708696365356,0.9318076968193054,0.24249300360679626,0.963571310043335,0.9030416011810303
21,0.8338868618011475,0.8365108370780945,0.5766473412513733,0.9025843739509583,0.78047114610672,0.9294847846031189,0.9354119896888733,0.2322801947593689,0.9656266570091248,0.9067659974098206
22,0.8410254716873169,0.8447133302688599,0.5569411516189575,0.9086917638778687,0.7901238203048706,0.9308503866195679,0.935076117515564,0.23048603534698486,0.9650257229804993,0.9077591300010681
23,0.8482261896133423,0.8498737812042236,0.5258849263191223,0.9092321991920471,0.7990316152572632,0.9394165277481079,0.9431270956993103,0.20771418511867523,0.9677671790122986,0.9206703901290894
24,0.8549923896789551,0.8570619821548462,0.5032301545143127,0.9131608605384827,0.8084360361099243,0.9338299036026001,0.9358654022216797,0.22206512093544006,0.9640552997589111,0.9090006351470947
25,0.8560476899147034,0.8592315316200256,0.49039769172668457,0.9145206212997437,0.811229407787323,0.938795804977417,0.9432840347290039,0.20307010412216187,0.9718531966209412,0.9173184633255005
26,0.8637760281562805,0.866969645023346,0.46652743220329285,0.9172924757003784,0.822713315486908,0.9371818900108337,0.9414507746696472,0.20435957610607147,0.967172384262085,0.9180633425712585
27,0.8669418692588806,0.8702030181884766,0.4594796299934387,0.9198285937309265,0.8261584639549255,0.9433891773223877,0.9466614723205566,0.19180643558502197,0.9700286388397217,0.9241464734077454
28,0.8696110844612122,0.8722304105758667,0.44867372512817383,0.92172771692276,0.8285794258117676,0.9437616467475891,0.9489184617996216,0.18162719905376434,0.9697951674461365,0.9287399053573608
29,0.8765324950218201,0.8777650594711304,0.4254809319972992,0.9255860447883606,0.8358111381530762,0.9452514052391052,0.9484874606132507,0.18019698560237885,0.9702597260475159,0.927498459815979
30,0.8774325847625732,0.8801042437553406,0.4186207354068756,0.9261542558670044,0.8392563462257385,0.945003092288971,0.9482039213180542,0.17907480895519257,0.9692606925964355,0.9277467131614685
31,0.8843539357185364,0.886735200881958,0.3965151011943817,0.9296407103538513,0.8480710387229919,0.9514586925506592,0.9542820453643799,0.16292621195316315,0.972781240940094,0.9361886978149414
32,0.8860610127449036,0.8876165151596069,0.39273181557655334,0.9292377829551697,0.8502126336097717,0.9461204409599304,0.9503201842308044,0.17768657207489014,0.9738076329231262,0.9277467131614685
33,0.8861541152000427,0.8887526988983154,0.38317686319351196,0.9309747815132141,0.851050615310669,0.9493482112884521,0.9528003334999084,0.16527339816093445,0.9733160734176636,0.9328367710113525
34,0.8894751667976379,0.8911564350128174,0.37663009762763977,0.9312804341316223,0.8551165461540222,0.9484792351722717,0.9529793858528137,0.1643189787864685,0.9719783067703247,0.934450626373291
35,0.8930755257606506,0.8943260312080383,0.3677070140838623,0.9337855577468872,0.8587789535522461,0.9508379697799683,0.9548808932304382,0.1581006944179535,0.9725692272186279,0.9375542998313904
36,0.8922064900398254,0.8943328261375427,0.364242821931839,0.9328572154045105,0.8594307899475098,0.9502172470092773,0.955190122127533,0.15791139006614685,0.9731958508491516,0.9375542998313904
37,0.8933238387107849,0.8950141668319702,0.3611047565937042,0.9328132271766663,0.8609826564788818,0.9499689340591431,0.9537615180015564,0.16092002391815186,0.9734902381896973,0.9345747828483582
38,0.8980415463447571,0.8994811773300171,0.3451961874961853,0.9359468817710876,0.8662279844284058,0.9499689340591431,0.954400897026062,0.15994100272655487,0.9714469313621521,0.9376784563064575
39,0.8955895304679871,0.8974734544754028,0.3534465730190277,0.9355826377868652,0.8632484078407288,0.9528243541717529,0.9563801288604736,0.15120255947113037,0.9727716445922852,0.9402855634689331
40,0.8959309458732605,0.8979688882827759,0.3470577597618103,0.9352184534072876,0.8643347024917603,0.9522035717964172,0.9559916853904724,0.1519538015127182,0.9727506637573242,0.939540684223175
41,0.9008349180221558,0.9010739326477051,0.33915746212005615,0.9371901154518127,0.8683385848999023,0.9518311619758606,0.9559093713760376,0.1522744596004486,0.972015380859375,0.9400372505187988
42,0.9024488925933838,0.9039902687072754,0.33020275831222534,0.9387837052345276,0.8724665641784668,0.9523277282714844,0.9565863609313965,0.15157398581504822,0.9729035496711731,0.9405338168144226
43,0.9014246463775635,0.9029319882392883,0.33414289355278015,0.9374290704727173,0.8714112639427185,0.9539416432380676,0.9576360583305359,0.14960090816020966,0.9747877717018127,0.9407821297645569
44,0.9012383818626404,0.9031059741973877,0.33194783329963684,0.9374833106994629,0.8717526793479919,0.9530726075172424,0.9565728306770325,0.1494436264038086,0.9718093276023865,0.9415270090103149
45,0.9006176590919495,0.9029110670089722,0.3335300385951996,0.938229501247406,0.8707284331321716,0.9533209204673767,0.9559780359268188,0.14954909682273865,0.9729938507080078,0.9392923712730408
46,0.902541995048523,0.9049415588378906,0.32517343759536743,0.9399732351303101,0.8729010820388794,0.9536933302879333,0.957208514213562,0.14610035717487335,0.9724500179290771,0.9421477317810059
47,0.9043421745300293,0.9064540266990662,0.32149556279182434,0.9406782388687134,0.8755702972412109,0.9548106789588928,0.9572054743766785,0.1444447934627533,0.9724500179290771,0.9421477317810059
48,0.901703953742981,0.9041003584861755,0.32904353737831116,0.9390618801116943,0.8724044561386108,0.9529484510421753,0.9563934803009033,0.1481395959854126,0.9726502299308777,0.9404096603393555
49,0.9027903079986572,0.9047802090644836,0.3249315917491913,0.9385082125663757,0.8739873766899109,0.9546865224838257,0.9582175612449646,0.1466383934020996,0.974573016166687,0.9421477317810059
50,0.9053353667259216,0.9064061641693115,0.31878745555877686,0.9396956562995911,0.8758807182312012,0.9540657997131348,0.9576786160469055,0.14662764966487885,0.9734479188919067,0.9421477317810059
51,0.9037524461746216,0.9054319262504578,0.3259463906288147,0.9395536780357361,0.874173641204834,0.9544382095336914,0.9575211405754089,0.14586341381072998,0.973805844783783,0.9415270090103149
52,0.9054905772209167,0.9074516892433167,0.3180817663669586,0.941058874130249,0.8766255974769592,0.9533209204673767,0.9572160243988037,0.14598171412944794,0.9734240770339966,0.9412786960601807
53,0.9059871435165405,0.9077533483505249,0.3150635361671448,0.941006064414978,0.8772773742675781,0.9545623660087585,0.9578312039375305,0.14621718227863312,0.9745534062385559,0.9414028525352478
54,0.904869794845581,0.9069497585296631,0.32089585065841675,0.9401171803474426,0.8765945434570312,0.9546865224838257,0.9583095908164978,0.14401158690452576,0.9731148481369019,0.943637490272522
55,0.9062665104866028,0.9077927470207214,0.3166385889053345,0.9388898015022278,0.8793258666992188,0.955679714679718,0.9580813646316528,0.14407633244991302,0.9734683632850647,0.9428926110267639
56,0.9067320227622986,0.9098488092422485,0.31137245893478394,0.9423965215682983,0.8799776434898376,0.9551830887794495,0.9585244655609131,0.14325986802577972,0.9734921455383301,0.9437616467475891
57,0.9098358154296875,0.9114170074462891,0.3045198917388916,0.9439662098884583,0.8815605640411377,0.9551830887794495,0.9582015872001648,0.14365345239639282,0.9735965132713318,0.943016767501831
58,0.9057388305664062,0.9082253575325012,0.31844913959503174,0.9405315518379211,0.8786740899085999,0.9544382095336914,0.9579602479934692,0.1425185650587082,0.9730976223945618,0.943016767501831
59,0.9089046716690063,0.9107093811035156,0.3069315552711487,0.9423785209655762,0.8817157745361328,0.9548106789588928,0.9579863548278809,0.14155516028404236,0.9726132750511169,0.9435133337974548
60,0.9086874127388,0.9100820422172546,0.3064803183078766,0.9427109360694885,0.8805052638053894,0.9550589919090271,0.9584967494010925,0.14067260921001434,0.9730041027069092,0.9441340565681458
61,0.9080045819282532,0.9102843999862671,0.3126751184463501,0.9423524141311646,0.8807846307754517,0.9550589919090271,0.9585186839103699,0.1420934796333313,0.9739776849746704,0.9432650804519653
62,0.9078183770179749,0.9104785323143005,0.31102049350738525,0.9432789087295532,0.8805673718452454,0.95493483543396,0.9580837488174438,0.14237886667251587,0.9731045365333557,0.9432650804519653
63,0.9103013873100281,0.9119619727134705,0.30655351281166077,0.9448766708374023,0.8820881843566895,0.95493483543396,0.9583214521408081,0.14263354241847992,0.9737246632575989,0.9431409239768982
64,0.9090909361839294,0.9093932509422302,0.31090980768203735,0.9421075582504272,0.8793569207191467,0.9544382095336914,0.9584306478500366,0.1426093876361847,0.9743392467498779,0.9427684545516968
65,0.9085322618484497,0.9093255996704102,0.31018027663230896,0.9413658976554871,0.8800086975097656,0.9548106789588928,0.9581881761550903,0.14268644154071808,0.9738394618034363,0.9427684545516968
66,0.9077252745628357,0.910004734992981,0.3078296184539795,0.9433107972145081,0.879543125629425,0.9544382095336914,0.9582769870758057,0.1402340680360794,0.9732360243797302,0.9435133337974548
67,0.9083770513534546,0.9101739525794983,0.30773866176605225,0.9422546625137329,0.8807225823402405,0.9544382095336914,0.9582898020744324,0.1407291740179062,0.9731148481369019,0.943637490272522
68,0.9092460870742798,0.9108588695526123,0.3072563111782074,0.9420654773712158,0.8822123408317566,0.9548106789588928,0.9583316445350647,0.14053447544574738,0.9734819531440735,0.9433891773223877
69,0.9099910259246826,0.9123504161834717,0.305795818567276,0.9433218240737915,0.8838573694229126,0.9546865224838257,0.9580563306808472,0.14163151383399963,0.9737111926078796,0.9426442980766296
70,0.9092771410942078,0.9111781120300293,0.30472642183303833,0.9441192150115967,0.88097083568573,0.95493483543396,0.9583250284194946,0.14087222516536713,0.9736033082008362,0.9432650804519653
71,0.9081908464431763,0.9098093509674072,0.3058168590068817,0.9410672783851624,0.8812191486358643,0.95493483543396,0.9584460854530334,0.14089807868003845,0.9738528728485107,0.9432650804519653
72,0.9110152125358582,0.9130221605300903,0.2986183166503906,0.9443486928939819,0.8842918872833252,0.9553072452545166,0.9586024284362793,0.14078795909881592,0.9733743071556091,0.9440099596977234
